Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,4392.18141,null,-42.32532825,null,null
16-07-2024,CNR2830899455,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,4394.048847,UPI,-42.35444956,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,4395.916283,null,-42.38357087,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,4397.78372,null,-42.41269218,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,4399.651156,Cash,-42.44181349,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,4401.518593,null,-42.4709348,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,352.3333333,166.6666667,null,null,No,null,4403.38603,Cash,-42.50005611,2.166666667,2.466666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,355.8333333,169.1666667,null,null,No,null,4405.253466,Cash,-42.52917742,2.116666667,2.416666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,359.3333333,171.6666667,null,null,No,null,4407.120903,UPI,-42.55829873,2.066666667,2.366666667
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,4408.988339,null,-42.58742004,null,null
08-07-2024,CNR300803945,Success,CID954441,Bike,Peenya,Devanahalli,4194.4,-634,null,null,No,null,4410.855776,Cash,-42.61654135,25.29,-0.81
07-07-2024,CNR385174359,Success,CID596869,Auto,Chickpet,Hennur,4249,-644,null,null,No,null,4412.723212,UPI,-42.64566266,25.58,-0.88
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,4303.6,-654,null,null,No,null,4414.590649,Cash,-42.67478397,25.87,-0.95
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,4358.2,-664,null,null,No,null,4416.458086,UPI,-42.70390529,26.16,-1.02
11-07-2024,CNR3697318624,Success,CID915228,Bike,Sarjapur Road,Chickpet,4412.8,-674,null,null,No,null,4418.325522,UPI,-42.7330266,26.45,-1.09
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,4420.192959,null,-42.76214791,null,null
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,4422.060395,null,-42.79126922,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,4423.927832,null,-42.82039053,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,8022,3190,null,null,No,null,4425.795268,UPI,-42.84951184,9.6,48.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,8288,3295,null,null,No,null,4427.662705,UPI,-42.87863315,9.8,49.6
03-07-2024,CNR3967141583,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,4429.530142,null,-42.90775446,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,4431.397578,null,-42.93687577,null,null
22-07-2024,CNR1640228602,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-2830.333333,-1885,null,null,Yes,Other Issue,4433.265015,Cash,-42.96599708,-26.76666667,8.9
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-2896.833333,-1930,null,null,No,null,4435.132451,Cash,-42.99511839,-27.46666667,9
01-07-2024,CNR4158584937,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-2963.333333,-1975,null,null,No,null,4436.999888,UPI,-43.0242397,-28.16666667,9.1
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,4438.867324,null,-43.05336101,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,5936,3480,null,null,No,null,4440.734761,Cash,-43.08248233,-13.3,-5.6
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,6132,3595,null,null,No,null,4442.602197,Cash,-43.11160364,-13.9,-5.9
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,4444.469634,null,-43.14072495,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,147.7,27.5,null,null,No,null,4446.337071,Cash,-43.16984626,12.14,27.02
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,147,27,null,null,Yes,Other Issue,4448.204507,UPI,-43.19896757,12.26,27.34
08-07-2024,CNR2098165213,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,146.3,26.5,null,null,No,null,4450.071944,UPI,-43.22808888,12.38,27.66
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,145.6,26,null,null,No,null,4451.93938,Cash,-43.25721019,12.5,27.98
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,144.9,25.5,null,null,No,null,4453.806817,Cash,-43.2863315,12.62,28.3
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,4455.674253,null,-43.31545281,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,4457.54169,null,-43.34457412,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,4459.409127,null,-43.37369543,null,null
01-07-2024,CNR3404012942,Success,CID344186,Mini,Chickpet,Chamarajpet,4473,-1220,null,null,No,null,4461.276563,Cash,-43.40281674,-31.7,-31
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,4620,-1265,null,null,No,null,4463.144,UPI,-43.43193805,-32.9,-32.2
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,4465.011436,null,-43.46105936,null,null
07-07-2024,CNR4241139244,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,4466.878873,Cash,-43.49018068,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,4468.746309,null,-43.51930199,null,null
16-07-2024,CNR376801404,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,4470.613746,null,-43.5484233,null,null
26-07-2024,CNR325899767,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,4472.481183,null,-43.57754461,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,6391,3625,null,null,No,null,4474.348619,UPI,-43.60666592,0.4,45.1
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,6601,3745,null,null,No,null,4476.216056,UPI,-43.63578723,0.3,46.5
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,4478.083492,null,-43.66490854,null,null
15-07-2024,CNR3084538190,Success,CID524066,Prime SUV,Mysore Road,Peenya,851.6666667,-1996.666667,null,null,No,null,4479.950929,Cash,-43.69402985,-11.36666667,-20.26666667
04-07-2024,CNR2203350958,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,869.1666667,-2044.166667,null,null,No,null,4481.818365,Cash,-43.72315116,-11.71666667,-20.81666667
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,886.6666667,-2091.666667,null,null,No,null,4483.685802,Credit Card,-43.75227247,-12.06666667,-21.36666667
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,4485.553239,null,-43.78139378,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,-91,-348.3333333,null,null,No,null,4487.420675,UPI,-43.81051509,8.166666667,17.36666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,-98,-358.3333333,null,null,No,null,4489.288112,UPI,-43.8396364,8.266666667,17.66666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,-105,-368.3333333,null,null,No,null,4491.155548,Cash,-43.86875772,8.366666667,17.96666667
24-07-2024,CNR3165383134,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,4493.022985,null,-43.89787903,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,4494.890421,null,-43.92700034,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,-1414,1715,null,null,No,null,4496.757858,UPI,-43.95612165,-17.2,-10.9
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,-1470,1770,null,null,No,null,4498.625295,Cash,-43.98524296,-17.9,-11.4
09-07-2024,CNR84077451,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,4500.492731,null,-44.01436427,null,null
26-07-2024,CNR1762136234,Success,CID509309,Bike,Hosur Road,Richmond Town,3285.333333,166.6666667,null,null,No,null,4502.360168,Cash,-44.04348558,10.7,23.4
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,3355.333333,169.1666667,null,null,No,null,4504.227604,Cash,-44.07260689,10.85,23.85
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,3425.333333,171.6666667,null,null,No,null,4506.095041,UPI,-44.1017282,11,24.3
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,4507.962477,null,-44.13084951,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,1323,3230,null,null,No,null,4509.829914,Cash,-44.15997082,7.3,29.6
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,1358,3330,null,null,No,null,4511.697351,UPI,-44.18909213,7.4,30.4
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,4513.564787,null,-44.21821344,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-2591.166667,-870,null,null,No,null,4515.432224,Credit Card,-44.24733475,-15.26666667,39.28333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-2650.666667,-890,null,null,No,null,4517.29966,UPI,-44.27645607,-15.66666667,40.03333333
23-07-2024,CNR3612067576,Success,CID476071,Bike,Tumkur Road,Whitefield,-2710.166667,-910,null,null,No,null,4519.167097,Cash,-44.30557738,-16.06666667,40.78333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,4521.034533,null,-44.33469869,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,4522.90197,null,-44.36382,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,4524.769407,null,-44.39294131,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,2271.5,-408.3333333,null,null,No,null,4526.636843,Cash,-44.42206262,-31.45,37.1
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,2317,-418.3333333,null,null,No,null,4528.50428,Cash,-44.45118393,-32.2,37.8
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,2362.5,-428.3333333,null,null,No,null,4530.371716,UPI,-44.48030524,-32.95,38.5
17-07-2024,CNR3914552228,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,4532.239153,null,-44.50942655,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,1862,95,null,null,No,null,4534.106589,UPI,-44.53854786,-30.4,-11.9
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,1918,95,null,null,No,null,4535.974026,UPI,-44.56766917,-31.5,-12.4
02-07-2024,CNR2725618810,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,4537.841463,null,-44.59679048,null,null
05-07-2024,CNR2710440170,Success,CID243275,Bike,Electronic City,Langford Town,900.2,397,null,null,No,null,4539.708899,Cash,-44.62591179,16.98,-2.3
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,910,401.5,null,null,No,null,4541.576336,UPI,-44.65503311,17.15,-2.38
12-07-2024,CNR3061584535,Success,CID902781,eBike,Koramangala,Sarjapur Road,919.8,406,null,null,No,null,4543.443772,Cash,-44.68415442,17.32,-2.46
11-07-2024,CNR825835381,Success,CID217093,eBike,Basavanagudi,Hulimavu,929.6,410.5,null,null,No,null,4545.311209,Cash,-44.71327573,17.49,-2.54
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,939.4,415,null,null,No,null,4547.178645,Cash,-44.74239704,17.66,-2.62
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,4549.046082,null,-44.77151835,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-2407.866667,-268.1428571,null,null,No,null,4550.913519,Cash,-44.80063966,-13.96571429,29.78
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-2435.066667,-272,null,null,No,null,4552.780955,Cash,-44.82976097,-14.16,30.06
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-2462.266667,-275.8571429,null,null,No,null,4554.648392,UPI,-44.85888228,-14.35428571,30.34
25-07-2024,CNR7194303296,Success,CID538245,Mini,Mysore Road,Hennur,-2489.466667,-279.7142857,null,null,No,null,4556.515828,UPI,-44.88800359,-14.54857143,30.62
15-07-2024,CNR6494005067,Success,CID805360,Auto,Yelahanka,Malleshwaram,-2516.666667,-283.5714286,null,null,No,null,4558.383265,UPI,-44.9171249,-14.74285714,30.9
30-07-2024,CNR6805579107,Success,CID810214,Prime SUV,Indiranagar,Indiranagar,-2543.866667,-287.4285714,null,null,No,null,4560.250701,Cash,-44.94624621,-14.93714286,31.18
21-07-2024,CNR6003663433,Canceled by Customer,CID350426,Prime Plus,Rajajinagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,4562.118138,null,-44.97536752,null,null
23-07-2024,CNR2998177406,Driver Not Found,CID946041,Auto,RT Nagar,Yelahanka,null,null,null,null,null,null,4563.985575,null,-45.00448883,null,null
27-07-2024,CNR7979458138,Success,CID978509,eBike,Frazer Town,Indiranagar,189,65,null,null,No,null,4565.853011,Cash,-45.03361014,4.8,4.7
23-07-2024,CNR7286474506,Canceled by Customer,CID500806,eBike,Jayanagar,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,4567.720448,null,-45.06273146,null,null
23-07-2024,CNR9820692957,Success,CID625327,Prime Sedan,Koramangala,Hosur Road,3895.5,-850,null,null,No,null,4569.587884,Cash,-45.09185277,34.55,-6.166666667
08-07-2024,CNR4094067455,Success,CID896062,Prime Sedan,Majestic,Jayanagar,3976,-870,null,null,No,null,4571.455321,Cash,-45.12097408,35.2,-6.366666667
14-07-2024,CNR7142279862,Success,CID378034,eBike,Yeshwanthpur,JP Nagar,4056.5,-890,null,null,No,null,4573.322757,UPI,-45.15009539,35.85,-6.566666667
23-07-2024,CNR5488574120,Canceled by Driver,CID169284,Auto,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,4575.190194,null,-45.1792167,null,null
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,4577.057631,null,-45.20833801,null,null
03-07-2024,CNR5176704322,Success,CID296026,Prime Plus,KR Puram,Hennur,287,40,null,null,Yes,Customer Demand,4578.925067,UPI,-45.23745932,3.1,3.5
24-07-2024,CNR9287248724,Canceled by Driver,CID959554,Prime SUV,Hosur Road,Yeshwanthpur,null,null,null,Customer related issue,null,null,4580.792504,null,-45.26658063,null,null
10-07-2024,CNR7547352327,Success,CID976231,Prime Plus,Hulimavu,Rajarajeshwari Nagar,210,105,null,null,No,null,4582.65994,UPI,-45.29570194,3.8,4.9
20-07-2024,CNR9660405769,Canceled by Driver,CID483311,eBike,Electronic City,Varthur,null,null,null,Customer related issue,null,null,4584.527377,null,-45.32482325,null,null
11-07-2024,CNR4251304471,Success,CID888740,Prime SUV,Shivajinagar,Jayanagar,-2898,-140,null,null,No,null,4586.394813,Cash,-45.35394456,-6.9,25.85
06-07-2024,CNR1568684278,Success,CID709612,Prime Plus,Bannerghatta Road,Majestic,-2947,-144,null,null,No,null,4588.26225,UPI,-45.38306587,-7.08,26.2
05-07-2024,CNR2230045814,Success,CID961125,Prime SUV,Cox Town,Chamarajpet,-2996,-148,null,null,No,null,4590.129686,Cash,-45.41218718,-7.26,26.55
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-3045,-152,null,null,No,null,4591.997123,Cash,-45.4413085,-7.44,26.9
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,4593.86456,null,-45.47042981,null,null
12-07-2024,CNR2409750655,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,-1105.933333,525.7619048,null,null,No,null,4595.731996,Cash,-45.49955112,5.786666667,21.29714286
16-07-2024,CNR1326682676,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,-1119.533333,530.3333333,null,null,No,null,4597.599433,Cash,-45.52867243,5.806666667,21.48
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,-1133.133333,534.9047619,null,null,Yes,Vehicle Breakdown,4599.466869,Cash,-45.55779374,5.826666667,21.66285714
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,-1146.733333,539.4761905,null,null,No,null,4601.334306,Cash,-45.58691505,5.846666667,21.84571429
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,-1160.333333,544.047619,null,null,No,null,4603.201742,UPI,-45.61603636,5.866666667,22.02857143
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,-1173.933333,548.6190476,null,null,No,null,4605.069179,Cash,-45.64515767,5.886666667,22.21142857
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,4606.936616,null,-45.67427898,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-6636,1670,null,null,No,null,4608.804052,UPI,-45.70340029,51.5,26.1
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-6853,1720,null,null,No,null,4610.671489,UPI,-45.7325216,53,26.8
13-07-2024,CNR1008101694,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,4612.538925,null,-45.76164291,null,null
25-07-2024,CNR1793405398,Success,CID954071,Mini,Hennur,Chamarajpet,4952.5,-1172.5,null,null,No,null,4614.406362,Cash,-45.79076422,16.15,-17.7
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,5028.8,-1192.5,null,null,No,null,4616.273798,UPI,-45.81988553,16.34,-18.05
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,5105.1,-1212.5,null,null,No,null,4618.141235,UPI,-45.84900685,16.53,-18.4
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,5181.4,-1232.5,null,null,No,null,4620.008672,Cash,-45.87812816,16.72,-18.75
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,4621.876108,null,-45.90724947,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,4623.743545,null,-45.93637078,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,4625.610981,UPI,-45.96549209,4,4.3
04-07-2024,CNR2735636520,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,4627.478418,null,-45.9946134,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,4629.345854,null,-46.02373471,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,1440.6,1092,null,null,No,null,4631.213291,Cash,-46.05285602,13.5,20.42
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,1456.7,1105,null,null,No,null,4633.080728,Cash,-46.08197733,13.62,20.63
21-07-2024,CNR3800597088,Success,CID386103,Mini,JP Nagar,Chickpet,1472.8,1118,null,null,No,null,4634.948164,Cash,-46.11109864,13.74,20.84
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,1488.9,1131,null,null,No,null,4636.815601,Cash,-46.14021995,13.86,21.05
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,1505,1144,null,null,Yes,Customer Demand,4638.683037,UPI,-46.16934126,13.98,21.26
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,4640.550474,null,-46.19846257,null,null
16-07-2024,CNR2830899456,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,4642.41791,UPI,-46.22758389,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,4644.285347,null,-46.2567052,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,4646.152784,null,-46.28582651,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,4648.02022,Cash,-46.31494782,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,4649.887657,null,-46.34406913,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,362.8333333,174.1666667,null,null,No,null,4651.755093,Cash,-46.37319044,2.016666667,2.316666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,366.3333333,176.6666667,null,null,No,null,4653.62253,Cash,-46.40231175,1.966666667,2.266666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,369.8333333,179.1666667,null,null,No,null,4655.489966,UPI,-46.43143306,1.916666667,2.216666667
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,4657.357403,null,-46.46055437,null,null
08-07-2024,CNR469544773,Success,CID954441,Bike,Peenya,Devanahalli,4467.4,-684,null,null,No,null,4659.22484,Cash,-46.48967568,26.74,-1.16
07-07-2024,CNR553915187,Success,CID596869,Auto,Chickpet,Hennur,4522,-694,null,null,No,null,4661.092276,UPI,-46.51879699,27.03,-1.23
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,4576.6,-704,null,null,No,null,4662.959713,Cash,-46.5479183,27.32,-1.3
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,4631.2,-714,null,null,No,null,4664.827149,UPI,-46.57703961,27.61,-1.37
11-07-2024,CNR3697318625,Success,CID915228,Bike,Sarjapur Road,Chickpet,4685.8,-724,null,null,No,null,4666.694586,UPI,-46.60616092,27.9,-1.44
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,4668.562022,null,-46.63528224,null,null
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,4670.429459,null,-46.66440355,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,4672.296896,null,-46.69352486,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,8554,3400,null,null,No,null,4674.164332,UPI,-46.72264617,10,51.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,8820,3505,null,null,No,null,4676.031769,UPI,-46.75176748,10.2,52.6
03-07-2024,CNR3967141584,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,4677.899205,null,-46.78088879,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,4679.766642,null,-46.8100101,null,null
22-07-2024,CNR1640228603,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-3029.833333,-2020,null,null,Yes,Other Issue,4681.634078,Cash,-46.83913141,-28.86666667,9.2
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-3096.333333,-2065,null,null,No,null,4683.501515,Cash,-46.86825272,-29.56666667,9.3
01-07-2024,CNR4158584938,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-3162.833333,-2110,null,null,No,null,4685.368952,UPI,-46.89737403,-30.26666667,9.4
